text,sentiment,timestamp,user,platform,hashtags,retweets,likes,country,year,month,day,hour,tokens,token_count
"overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat.",Overwhelmed,2021-11-29 08:45:00,TempestSurvivor,Facebook, #Overwhelmed #DrowningSoul ,20.0,40.0,USA,2021,11,29,8,"['overwhelmed', 'by', 'the', 'cacophony', 'of', 'expectations', 'a', 'drowning', 'soul', 'in', 'the', 'tempest', 'of', 'pressure', 'struggling', 'to', 'stay', 'afloat']",18
"jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent.",Jealous,2019-12-12 17:00:00,VenomousHeart,Twitter, #Jealous #HeartOfDiscontent ,16.0,32.0,Australia,2019,12,12,17,"['jealousy', 'a', 'venom', 'that', 'seeps', 'through', 'the', 'veins', 'poisoning', 'the', 'heart', 'and', 'turning', 'it', 'into', 'a', 'breeding', 'ground', 'for', 'discontent']",20
"devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake.",Devastated,2022-05-20 14:50:00,FragileTrust,Instagram, #Devastated #ShatteredTrust ,25.0,50.0,Canada,2022,5,20,14,"['devastated', 'by', 'the', 'revelation', 'of', 'betrayal', 'the', 'trust', 'shattered', 'like', 'fragile', 'glass', 'leaving', 'shards', 'of', 'pain', 'in', 'its', 'wake']",19
"frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand.",Frustrated,2020-09-03 12:15:00,BrokenThreads,Facebook, #Frustrated #SlippingThreads ,14.0,28.0,UK,2020,9,3,12,"['frustrated', 'attempts', 'to', 'mend', 'a', 'broken', 'connection', 'the', 'threads', 'of', 'understanding', 'slipping', 'through', 'the', 'fingers', 'like', 'grains', 'of', 'sand']",19
"envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights.",Envious,2021-02-10 19:30:00,SuccessPill,Twitter, #Envious #BitterPill ,20.0,40.0,USA,2021,2,10,19,"['envious', 'gazes', 'cast', 'upon', 'the', 'podium', 'of', 'success', 'a', 'bitter', 'pill', 'swallowed', 'the', 'taste', 'lingering', 'as', 'a', 'constant', 'reminder', 'of', 'unattained', 'heights']",22
"dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,2018-08-18 14:40:00,CurtainShield,Instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,Australia,2018,8,18,14,"['dismissive', 'gestures', 'a', 'curtain', 'drawn', 'to', 'shield', 'the', 'vulnerability', 'a', 'stage', 'where', 'emotions', 'take', 'a', 'backseat', 'to', 'the', 'performance', 'of', 'indifference']",21
"despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness.",Despair,2022-02-28 21:00:00,FoggyLabyrinth,Facebook, #Despair #LabyrinthOfHopelessness ,8.0,16.0,Canada,2022,2,28,21,"['despair', 'like', 'a', 'heavy', 'fog', 'enveloping', 'every', 'thought', 'blurring', 'the', 'path', 'ahead', 'a', 'journey', 'in', 'the', 'labyrinth', 'of', 'utter', 'hopelessness']",20
"bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory.",Bitterness,2019-10-15 10:30:00,IcyResentment,Twitter, #Bitterness #IciclesOfResentment ,15.0,30.0,UK,2019,10,15,10,"['bitterness', 'a', 'bitter', 'chill', 'in', 'the', 'air', 'freezing', 'moments', 'into', 'icicles', 'of', 'resentment', 'that', 'dangle', 'precariously', 'over', 'the', 'landscape', 'of', 'memory']",21
"loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces.",Loneliness,2017-12-01 18:50:00,SolitaryMoon,Instagram, #Loneliness #StarlessSky ,18.0,36.0,USA,2017,12,1,18,"['loneliness', 'a', 'solitary', 'moon', 'in', 'a', 'starless', 'sky', 'casting', 'a', 'cold', 'glow', 'on', 'the', 'landscape', 'of', 'isolation', 'where', 'echoes', 'bounce', 'in', 'empty', 'spaces']",23
"yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon.",Yearning,2020-04-18 16:15:00,VanishedSunset,Facebook, #Yearning #HuesOfSunset ,10.0,20.0,Australia,2020,4,18,16,"['yearning', 'for', 'the', 'warmth', 'of', 'a', 'vanished', 'sun', 'a', 'heartache', 'painted', 'in', 'the', 'hues', 'of', 'a', 'sunset', 'that', 'never', 'graced', 'the', 'horizon']",22
"fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.",Fearful,2023-01-07 03:30:00,NightPrisoner,Twitter, #Fearful #LurkingMonsters ,18.0,36.0,India,2023,1,7,3,"['fearful', 'eyes', 'scanning', 'the', 'shadows', 'a', 'prisoner', 'of', 'the', 'night', 'terrorized', 'by', 'the', 'lurking', 'monsters', 'born', 'from', 'the', 'minds', 'darkest', 'corners']",21
"apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.",Apprehensive,2021-06-10 10:00:00,WindWhisperer,Instagram, #Apprehensive #StormOfDoubt ,14.0,28.0,Canada,2021,6,10,10,"['apprehensive', 'whispers', 'in', 'the', 'wind', 'a', 'forecast', 'of', 'uncertainty', 'the', 'minds', 'weather', 'vane', 'spinning', 'wildly', 'in', 'the', 'storm', 'of', 'doubt']",20
"overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience.",Overwhelmed,2020-02-22 15:20:00,MazeExplorer,Facebook, #Overwhelmed #MinotaurOfPressure ,22.0,44.0,USA,2020,2,22,15,"['overwhelmed', 'by', 'the', 'maze', 'of', 'expectations', 'a', 'minotaur', 'of', 'pressure', 'lurking', 'in', 'the', 'labyrinth', 'waiting', 'to', 'devour', 'the', 'spirit', 'of', 'resilience']",21
"jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.",Jealous,2018-03-17 14:45:00,WoundedGarden,Twitter, #Jealous #BloomingAchievements ,16.0,32.0,UK,2018,3,17,14,"['jealousy', 'a', 'festering', 'wound', 'the', 'pain', 'intensifying', 'with', 'each', 'glance', 'at', 'the', 'garden', 'of', 'others', 'achievements', 'blooming', 'beyond', 'the', 'fence']",20
"devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",Devastated,2022-10-28 11:15:00,RuinedHeart,Instagram, #Devastated #EchoesOfShatteredDreams ,25.0,50.0,Australia,2022,10,28,11,"['devastated', 'a', 'heart', 'in', 'ruins', 'the', 'echoes', 'of', 'shattered', 'dreams', 'reverberating', 'in', 'the', 'chambers', 'a', 'requiem', 'for', 'what', 'once', 'was', 'whole']",21
"frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.",Frustrated,2020-11-01 12:30:00,KnotUntangler,Facebook, #Frustrated #LabyrinthOfMiscommunication ,14.0,28.0,India,2020,11,1,12,"['frustrated', 'attempts', 'to', 'untangle', 'the', 'knot', 'of', 'confusion', 'the', 'threads', 'of', 'understanding', 'slipping', 'further', 'into', 'the', 'labyrinth', 'of', 'miscommunication']",19
"envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive.",Envious,2021-01-15 22:10:00,ElusiveKeys,Twitter, #Envious #DesireForKeys ,20.0,40.0,USA,2021,1,15,22,"['envious', 'eyes', 'locked', 'on', 'the', 'treasure', 'chest', 'of', 'opportunities', 'a', 'heartache', 'fueled', 'by', 'the', 'desire', 'for', 'keys', 'that', 'seem', 'forever', 'elusive']",21
"dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,2018-08-18 14:00:00,IndifferentFort,Instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,Australia,2018,8,18,14,"['dismissive', 'gestures', 'a', 'curtain', 'drawn', 'to', 'shield', 'the', 'vulnerability', 'a', 'stage', 'where', 'emotions', 'take', 'a', 'backseat', 'to', 'the', 'performance', 'of', 'indifference']",21
"shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",Frustrated,2022-01-07 11:10:00,DreamMosaic,Twitter, #Frustrated #MosaicOfDisappointment ,15.0,30.0,Canada,2022,1,7,11,"['shattered', 'dreams', 'lie', 'on', 'the', 'floor', 'like', 'fragments', 'of', 'glass', 'a', 'mosaic', 'of', 'disappointment', 'crafted', 'by', 'the', 'hands', 'of', 'frustration']",20
"loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",Loneliness,2019-09-19 03:30:00,NocturnalEcho,Facebook, #Loneliness #SolitaryNocturne ,18.0,36.0,Australia,2019,9,19,3,"['loneliness', 'a', 'silent', 'companion', 'in', 'the', 'night', 'the', 'only', 'echo', 'in', 'the', 'chamber', 'of', 'solitude', 'a', 'hearts', 'solitary', 'nocturne']",19
awe-struck by the breathtaking sunrise over the mountains.,Awe,2022-04-03 06:15:00,NatureAdmirer,Instagram, #Awe #BreathtakingSunrise                   ,28.0,55.0,USA,2022,4,3,6,"['awestruck', 'by', 'the', 'breathtaking', 'sunrise', 'over', 'the', 'mountains']",8
navigating through the challenges with determination.,Determination,2023-10-12 10:30:00,GoalPursuer,Twitter, #Determination #Challenges                  ,15.0,30.0,Canada,2023,10,12,10,"['navigating', 'through', 'the', 'challenges', 'with', 'determination']",6
nostalgia hits while flipping through an old photo album.,Nostalgia,2019-06-28 19:00:00,MemoryLane,Facebook, #Nostalgia #OldMemories                     ,22.0,45.0,UK,2019,6,28,19,"['nostalgia', 'hits', 'while', 'flipping', 'through', 'an', 'old', 'photo', 'album']",9
thrilled to witness the grandeur of a cultural festival.,Thrill,2020-09-15 14:45:00,CultureEnthusiast,Instagram, #Thrill #CulturalCelebration              ,40.0,80.0,India,2020,9,15,14,"['thrilled', 'to', 'witness', 'the', 'grandeur', 'of', 'a', 'cultural', 'festival']",9
calmness found in the rhythm of raindrops on the windowpane.,Calmness,2017-11-08 21:20:00,RainWatcher,Twitter, #Calmness #RainyDays                        ,18.0,35.0,Australia,2017,11,8,21,"['calmness', 'found', 'in', 'the', 'rhythm', 'of', 'raindrops', 'on', 'the', 'windowpane']",10
overwhelmed by the support received during a personal challenge.,Overwhelmed,2021-05-20 17:30:00,PersonalJourney,Facebook, #Overwhelmed #SupportiveCommunity          ,25.0,50.0,USA,2021,5,20,17,"['overwhelmed', 'by', 'the', 'support', 'received', 'during', 'a', 'personal', 'challenge']",9
excitement builds as the countdown to a long-awaited vacation begins.,Excitement,2023-01-10 12:00:00,VacationDreamer,Instagram, #Excitement #VacationCountdown        ,30.0,60.0,France,2023,1,10,12,"['excitement', 'builds', 'as', 'the', 'countdown', 'to', 'a', 'longawaited', 'vacation', 'begins']",10
"reflecting on life's journey, grateful for the lessons learned.",Gratitude,2018-12-05 08:45:00,LifeLearner,Twitter, #Gratitude #LifeLessons                    ,35.0,70.0,Brazil,2018,12,5,8,"['reflecting', 'on', 'lifes', 'journey', 'grateful', 'for', 'the', 'lessons', 'learned']",9
bittersweet emotions arise while bidding farewell to a dear friend.,Bittersweet,2020-03-15 18:30:00,FarewellSender,Instagram, #Bittersweet #Farewell                     ,20.0,40.0,Japan,2020,3,15,18,"['bittersweet', 'emotions', 'arise', 'while', 'bidding', 'farewell', 'to', 'a', 'dear', 'friend']",10
curiosity sparked by exploring a mysterious ancient ruin.,Curiosity,2016-08-22 15:10:00,HistoryExplorer,Facebook, #Curiosity #AncientDiscovery          ,18.0,35.0,Greece,2016,8,22,15,"['curiosity', 'sparked', 'by', 'exploring', 'a', 'mysterious', 'ancient', 'ruin']",8
admiration for the intricate details of a handcrafted masterpiece.,Admiration,2019-08-20 16:00:00,CraftEnthusiast,Instagram, #Admiration #HandcraftedArt               ,25.0,50.0,USA,2019,8,20,16,"['admiration', 'for', 'the', 'intricate', 'details', 'of', 'a', 'handcrafted', 'masterpiece']",9
overjoyed by the warmth of a cozy fireplace on a winter evening.,Overjoyed,2021-12-08 19:30:00,WinterLover,Twitter, #Overjoyed #WinterWarmth                  ,18.0,35.0,Canada,2021,12,8,19,"['overjoyed', 'by', 'the', 'warmth', 'of', 'a', 'cozy', 'fireplace', 'on', 'a', 'winter', 'evening']",12
inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,2020-06-10 20:45:00,SunsetWatcher,Instagram, #Inspiration #ColorfulSunset             ,30.0,60.0,UK,2020,6,10,20,"['inspiration', 'strikes', 'while', 'observing', 'the', 'colors', 'of', 'a', 'vibrant', 'sunset']",10
motivated to achieve fitness goals after an invigorating workout.,Motivation,2022-02-28 07:15:00,FitnessJunkie,Facebook, #Motivation #FitnessGoals                 ,40.0,80.0,Australia,2022,2,28,7,"['motivated', 'to', 'achieve', 'fitness', 'goals', 'after', 'an', 'invigorating', 'workout']",9
gratitude for the simple joys found in a cup of morning coffee.,Gratitude,2017-04-15 08:00:00,CoffeeLover,Twitter, #Gratitude #MorningCoffee                 ,22.0,45.0,India,2017,4,15,8,"['gratitude', 'for', 'the', 'simple', 'joys', 'found', 'in', 'a', 'cup', 'of', 'morning', 'coffee']",12
feeling empowered after conquering a challenging hiking trail.,Empowerment,2018-09-05 14:20:00,HikingExplorer,Instagram, #Empowerment #HikingAdventure             ,35.0,70.0,USA,2018,9,5,14,"['feeling', 'empowered', 'after', 'conquering', 'a', 'challenging', 'hiking', 'trail']",8
amused by the antics of playful kittens during playtime.,Amusement,2022-10-22 12:45:00,KittyObserver,Facebook, #Amusement #PlayfulKittens               ,15.0,30.0,Canada,2022,10,22,12,"['amused', 'by', 'the', 'antics', 'of', 'playful', 'kittens', 'during', 'playtime']",9
contemplating life's mysteries under the starry night sky.,Contemplation,2016-07-02 23:30:00,Stargazer,Twitter, #Contemplation #StarryNight               ,28.0,55.0,UK,2016,7,2,23,"['contemplating', 'lifes', 'mysteries', 'under', 'the', 'starry', 'night', 'sky']",8
joyful reunion with long-lost friends after years of separation.,Joyfulreunion,2020-11-18 17:10:00,FriendshipRenewal,Instagram, #JoyfulReunion #Friendship               ,20.0,40.0,India,2020,11,18,17,"['joyful', 'reunion', 'with', 'longlost', 'friends', 'after', 'years', 'of', 'separation']",9
excitement builds while preparing for a surprise celebration.,Excitement,2023-03-05 15:00:00,CelebrationPlanner,Facebook, #Excitement #SurpriseCelebration         ,30.0,60.0,Australia,2023,3,5,15,"['excitement', 'builds', 'while', 'preparing', 'for', 'a', 'surprise', 'celebration']",8
satisfaction derived from successfully completing a diy project.,Satisfaction,2015-12-01 11:30:00,DIYEnthusiast,Twitter, #Satisfaction #DIYProject                 ,25.0,50.0,USA,2015,12,1,11,"['satisfaction', 'derived', 'from', 'successfully', 'completing', 'a', 'diy', 'project']",8
feeling blessed for the supportive community in times of need.,Blessed,2021-09-10 09:45:00,CommunityHelper,Instagram, #Blessed #SupportiveCommunity            ,18.0,35.0,UK,2021,9,10,9,"['feeling', 'blessed', 'for', 'the', 'supportive', 'community', 'in', 'times', 'of', 'need']",10
captivated by the serenity of a tranquil garden in full bloom.,Serenity,2018-05-12 14:20:00,GardenEnthusiast,Facebook, #Serenity #TranquilGarden                ,22.0,45.0,Canada,2018,5,12,14,"['captivated', 'by', 'the', 'serenity', 'of', 'a', 'tranquil', 'garden', 'in', 'full', 'bloom']",11
anticipation for an upcoming adventure in an exotic destination.,Anticipation,2022-07-25 10:00:00,Wanderlust,Twitter, #Anticipation #AdventureAwaits           ,40.0,80.0,India,2022,7,25,10,"['anticipation', 'for', 'an', 'upcoming', 'adventure', 'in', 'an', 'exotic', 'destination']",9
reflecting on personal growth achieved through life experiences.,Reflection,2019-03-08 18:30:00,GrowthSeeker,Instagram, #Reflection #PersonalGrowth              ,35.0,70.0,USA,2019,3,8,18,"['reflecting', 'on', 'personal', 'growth', 'achieved', 'through', 'life', 'experiences']",8
nostalgic memories flood in while revisiting childhood favorites.,Nostalgia,2017-01-28 21:15:00,ChildhoodMemories,Facebook, #Nostalgia #ChildhoodFavorites           ,20.0,40.0,Australia,2017,1,28,21,"['nostalgic', 'memories', 'flood', 'in', 'while', 'revisiting', 'childhood', 'favorites']",8
appreciation for the vibrant culture experienced during travel.,Appreciation,2016-11-14 13:45:00,CultureExplorer,Twitter, #Appreciation #CulturalExperience        ,28.0,55.0,UK,2016,11,14,13,"['appreciation', 'for', 'the', 'vibrant', 'culture', 'experienced', 'during', 'travel']",8
confidence soars after overcoming public speaking anxiety.,Confidence,2020-04-02 17:30:00,PublicSpeaker,Instagram, #Confidence #OvercomingAnxiety          ,15.0,30.0,USA,2020,4,2,17,"['confidence', 'soars', 'after', 'overcoming', 'public', 'speaking', 'anxiety']",7
contentment in the midst of a family gathering filled with laughter.,Contentment,2023-01-15 19:00:00,FamilyCelebration,Facebook, #Contentment #FamilyLaughter             ,25.0,50.0,Canada,2023,1,15,19,"['contentment', 'in', 'the', 'midst', 'of', 'a', 'family', 'gathering', 'filled', 'with', 'laughter']",11
enthusiasm for learning new skills and expanding knowledge.,Enthusiasm,2018-08-07 12:15:00,LifelongLearner,Twitter, #Enthusiasm #SkillBuilding               ,30.0,60.0,India,2018,8,7,12,"['enthusiasm', 'for', 'learning', 'new', 'skills', 'and', 'expanding', 'knowledge']",8
surprise and delight at discovering a hidden gem in the city.,Surprise,2019-10-18 16:45:00,CityExplorer,Instagram, #Surprise #HiddenGem                      ,18.0,35.0,UK,2019,10,18,16,"['surprise', 'and', 'delight', 'at', 'discovering', 'a', 'hidden', 'gem', 'in', 'the', 'city']",11
